sample	strainID	genus	species	count	count.correct
H4-d21	HAMBI-1292	Morganella	morganii	9714	5298
H4-d21	HAMBI-1299	Kluyvera	intermedia	0	0
H4-d21	HAMBI-1842	Sphingobium	yanoikuyae	0	0
H4-d21	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
H4-d21	HAMBI-1923	Myroides	odoratus	2273	2343
H4-d21	HAMBI-1972	Aeromonas	caviae	1178	839
H4-d21	HAMBI-1977	Pseudomonas	chlororaphis	4811	6180
H4-d21	HAMBI-1988	Chitinophaga	sancti	0	0
H4-d21	HAMBI-2159	Paraburkholderia	caryophylli	0	0
H4-d21	HAMBI-2160	Bordetella	avium	0	0
H4-d21	HAMBI-2164	Cupriavidus	necator	0	0
H4-d21	HAMBI-2443	Paracoccus	denitrificans	0	0
H4-d21	HAMBI-2494	Paraburkholderia	kururiensis	1	7
H4-d21	HAMBI-2659	Stenotrophomonas	maltophilia	5027	6515
H4-d21	HAMBI-2792	Moraxella	canis	0	0
H4-d21	HAMBI-3031	Niabella	yanshanensis	0	0
H4-d21	HAMBI-3237	Microvirga	lotononidis	0	0
H4-d29	HAMBI-0006	Pseudomonas	putida	0	0
H4-d29	HAMBI-0097	Acinetobacter	lwoffii	0	0
H4-d29	HAMBI-0105	Agrobacterium	tumefaciens	0	0
H4-d29	HAMBI-0262	Brevundimonas	bullata	0	0
H4-d29	HAMBI-0403	Comamonas	testosteroni	58	437
H4-d29	HAMBI-1279	Hafnia	alvei	202	145
H4-d29	HAMBI-1287	Citrobacter	koseri	209	105
H4-d29	HAMBI-1292	Morganella	morganii	23068	12763
H4-d29	HAMBI-1299	Kluyvera	intermedia	0	0
H4-d29	HAMBI-1842	Sphingobium	yanoikuyae	0	0
H4-d29	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
H4-d29	HAMBI-1923	Myroides	odoratus	4003	4187
H4-d29	HAMBI-1972	Aeromonas	caviae	67	48
H4-d29	HAMBI-1977	Pseudomonas	chlororaphis	27406	35717
H4-d29	HAMBI-1988	Chitinophaga	sancti	0	0
H4-d29	HAMBI-2159	Paraburkholderia	caryophylli	0	0
H4-d29	HAMBI-2160	Bordetella	avium	0	0
H4-d29	HAMBI-2164	Cupriavidus	necator	0	0
H4-d29	HAMBI-2443	Paracoccus	denitrificans	0	0
H4-d29	HAMBI-2494	Paraburkholderia	kururiensis	0	0
H4-d29	HAMBI-2659	Stenotrophomonas	maltophilia	5118	6729
H4-d29	HAMBI-2792	Moraxella	canis	0	0
H4-d29	HAMBI-3031	Niabella	yanshanensis	0	0
H4-d29	HAMBI-3237	Microvirga	lotononidis	0	0
H4-d45	HAMBI-0006	Pseudomonas	putida	1	1
H4-d45	HAMBI-0097	Acinetobacter	lwoffii	0	0
H4-d45	HAMBI-0105	Agrobacterium	tumefaciens	0	0
H4-d45	HAMBI-0262	Brevundimonas	bullata	0	0
H4-d45	HAMBI-0403	Comamonas	testosteroni	14	117
H4-d45	HAMBI-1279	Hafnia	alvei	16	13
H4-d45	HAMBI-1287	Citrobacter	koseri	136	76
H4-d45	HAMBI-1292	Morganella	morganii	6008	3676
H4-d45	HAMBI-1299	Kluyvera	intermedia	0	0
H4-d45	HAMBI-1842	Sphingobium	yanoikuyae	0	0
H4-d45	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
H4-d45	HAMBI-1923	Myroides	odoratus	7	8
H4-d45	HAMBI-1972	Aeromonas	caviae	3	2
H4-d45	HAMBI-1977	Pseudomonas	chlororaphis	4396	6336
H4-d45	HAMBI-1988	Chitinophaga	sancti	0	0
H4-d45	HAMBI-2159	Paraburkholderia	caryophylli	0	0
H4-d45	HAMBI-2160	Bordetella	avium	0	0
H4-d45	HAMBI-2164	Cupriavidus	necator	0	0
H4-d45	HAMBI-2443	Paracoccus	denitrificans	0	0
H4-d45	HAMBI-2494	Paraburkholderia	kururiensis	0	0
H4-d45	HAMBI-2659	Stenotrophomonas	maltophilia	776	1128
H4-d45	HAMBI-2792	Moraxella	canis	0	0
H4-d45	HAMBI-3031	Niabella	yanshanensis	0	0
H4-d45	HAMBI-3237	Microvirga	lotononidis	0	0
H4-d5	HAMBI-0006	Pseudomonas	putida	8930	5769
H4-d5	HAMBI-0097	Acinetobacter	lwoffii	2010	609
H4-d5	HAMBI-0105	Agrobacterium	tumefaciens	3	14
H4-d5	HAMBI-0262	Brevundimonas	bullata	0	0
H4-d5	HAMBI-0403	Comamonas	testosteroni	1037	10634
H4-d5	HAMBI-1279	Hafnia	alvei	2776	2704
H4-d5	HAMBI-1287	Citrobacter	koseri	11905	8150
H4-d5	HAMBI-1292	Morganella	morganii	11173	8413
H4-d5	HAMBI-1299	Kluyvera	intermedia	5470	2846
H4-d5	HAMBI-1842	Sphingobium	yanoikuyae	20	1
H4-d5	HAMBI-1896	Sphingobacterium	spiritivorum	1	2
H4-d5	HAMBI-1923	Myroides	odoratus	207	295
H4-d5	HAMBI-1972	Aeromonas	caviae	42727	42034
H4-d5	HAMBI-1977	Pseudomonas	chlororaphis	5121	9083
H4-d5	HAMBI-1988	Chitinophaga	sancti	4	14
H4-d5	HAMBI-2159	Paraburkholderia	caryophylli	40	49
H4-d5	HAMBI-2160	Bordetella	avium	17	186
H4-d5	HAMBI-2164	Cupriavidus	necator	0	0
H4-d5	HAMBI-2443	Paracoccus	denitrificans	5	37
H4-d5	HAMBI-2494	Paraburkholderia	kururiensis	13	121
H4-d5	HAMBI-2659	Stenotrophomonas	maltophilia	642	1149
H4-d5	HAMBI-2792	Moraxella	canis	21	14
H4-d5	HAMBI-3031	Niabella	yanshanensis	0	0
H4-d5	HAMBI-3237	Microvirga	lotononidis	3	4
H4-d61	HAMBI-0006	Pseudomonas	putida	0	0
H4-d61	HAMBI-0097	Acinetobacter	lwoffii	0	0
H4-d61	HAMBI-0105	Agrobacterium	tumefaciens	0	0
H4-d61	HAMBI-0262	Brevundimonas	bullata	0	0
H4-d61	HAMBI-0403	Comamonas	testosteroni	0	0
H4-d61	HAMBI-1279	Hafnia	alvei	0	0
H4-d61	HAMBI-1287	Citrobacter	koseri	0	0
H4-d61	HAMBI-1292	Morganella	morganii	24531	11888
H4-d61	HAMBI-1299	Kluyvera	intermedia	0	0
H4-d61	HAMBI-1842	Sphingobium	yanoikuyae	0	0
H4-d61	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
H4-d61	HAMBI-1923	Myroides	odoratus	3	3
H4-d61	HAMBI-1972	Aeromonas	caviae	18	11
H4-d61	HAMBI-1977	Pseudomonas	chlororaphis	89344	101987
H4-d61	HAMBI-1988	Chitinophaga	sancti	0	0
H4-d61	HAMBI-2159	Paraburkholderia	caryophylli	0	0
H4-d61	HAMBI-2160	Bordetella	avium	0	0
H4-d61	HAMBI-2164	Cupriavidus	necator	0	0
H4-d61	HAMBI-2443	Paracoccus	denitrificans	0	0
H4-d61	HAMBI-2494	Paraburkholderia	kururiensis	0	0
H4-d61	HAMBI-2659	Stenotrophomonas	maltophilia	41	47
H4-d61	HAMBI-2792	Moraxella	canis	0	0
H4-d61	HAMBI-3031	Niabella	yanshanensis	0	0
H4-d61	HAMBI-3237	Microvirga	lotononidis	0	0
H4-d9	HAMBI-0006	Pseudomonas	putida	20	11
H4-d9	HAMBI-0097	Acinetobacter	lwoffii	96	24
H4-d9	HAMBI-0105	Agrobacterium	tumefaciens	3	12
H4-d9	HAMBI-0262	Brevundimonas	bullata	0	0
H4-d9	HAMBI-0403	Comamonas	testosteroni	649	5589
H4-d9	HAMBI-1279	Hafnia	alvei	336	275
H4-d9	HAMBI-1287	Citrobacter	koseri	6467	3718
H4-d9	HAMBI-1292	Morganella	morganii	25351	16031
H4-d9	HAMBI-1299	Kluyvera	intermedia	529	231
H4-d9	HAMBI-1842	Sphingobium	yanoikuyae	1	0
H4-d9	HAMBI-1896	Sphingobacterium	spiritivorum	2	3
H4-d9	HAMBI-1923	Myroides	odoratus	74	88
H4-d9	HAMBI-1972	Aeromonas	caviae	66857	55237
H4-d9	HAMBI-1977	Pseudomonas	chlororaphis	37805	56311
H4-d9	HAMBI-1988	Chitinophaga	sancti	0	0
H4-d9	HAMBI-2159	Paraburkholderia	caryophylli	3	3
H4-d9	HAMBI-2160	Bordetella	avium	1	9
H4-d9	HAMBI-2164	Cupriavidus	necator	0	0
H4-d9	HAMBI-2443	Paracoccus	denitrificans	0	0
H4-d9	HAMBI-2494	Paraburkholderia	kururiensis	3	23
H4-d9	HAMBI-2659	Stenotrophomonas	maltophilia	1256	1887
H4-d9	HAMBI-2792	Moraxella	canis	1	1
H4-d9	HAMBI-3031	Niabella	yanshanensis	0	0
H4-d9	HAMBI-3237	Microvirga	lotononidis	1	1
H5-d13	HAMBI-0006	Pseudomonas	putida	2	1
H5-d13	HAMBI-0097	Acinetobacter	lwoffii	2	0
H5-d13	HAMBI-0105	Agrobacterium	tumefaciens	0	0
H5-d13	HAMBI-0262	Brevundimonas	bullata	0	0
H5-d13	HAMBI-0403	Comamonas	testosteroni	13	110
H5-d13	HAMBI-1279	Hafnia	alvei	12	10
H5-d13	HAMBI-1287	Citrobacter	koseri	655	370
H5-d13	HAMBI-1292	Morganella	morganii	7776	4827
H5-d13	HAMBI-1299	Kluyvera	intermedia	9	4
H5-d13	HAMBI-1842	Sphingobium	yanoikuyae	0	0
H5-d13	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
H5-d13	HAMBI-1923	Myroides	odoratus	4	5
H5-d13	HAMBI-1972	Aeromonas	caviae	10565	8569
H5-d13	HAMBI-1977	Pseudomonas	chlororaphis	10911	15954
H5-d13	HAMBI-1988	Chitinophaga	sancti	0	0
H5-d13	HAMBI-2159	Paraburkholderia	caryophylli	0	0
H5-d13	HAMBI-2160	Bordetella	avium	0	0
H5-d13	HAMBI-2164	Cupriavidus	necator	0	0
H5-d13	HAMBI-2443	Paracoccus	denitrificans	1	6
H5-d13	HAMBI-2494	Paraburkholderia	kururiensis	0	0
H5-d13	HAMBI-2659	Stenotrophomonas	maltophilia	201	296
H5-d13	HAMBI-2792	Moraxella	canis	0	0
H5-d13	HAMBI-3031	Niabella	yanshanensis	0	0
H5-d13	HAMBI-3237	Microvirga	lotononidis	0	0
H5-d17	HAMBI-0006	Pseudomonas	putida	6	3
H5-d17	HAMBI-0097	Acinetobacter	lwoffii	0	0
H5-d17	HAMBI-0105	Agrobacterium	tumefaciens	2	7
H5-d17	HAMBI-0262	Brevundimonas	bullata	0	0
H5-d17	HAMBI-0403	Comamonas	testosteroni	9	68
H5-d17	HAMBI-1279	Hafnia	alvei	3	2
H5-d17	HAMBI-1287	Citrobacter	koseri	2703	1369
H5-d17	HAMBI-1292	Morganella	morganii	87443	48723
H5-d17	HAMBI-1299	Kluyvera	intermedia	7	3
H5-d17	HAMBI-1842	Sphingobium	yanoikuyae	0	0
H5-d17	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
H5-d17	HAMBI-1923	Myroides	odoratus	2	2
H5-d17	HAMBI-1972	Aeromonas	caviae	5127	3732
H5-d17	HAMBI-1977	Pseudomonas	chlororaphis	131617	172742
H5-d17	HAMBI-1988	Chitinophaga	sancti	0	0
H5-d17	HAMBI-2159	Paraburkholderia	caryophylli	0	0
H5-d17	HAMBI-2160	Bordetella	avium	0	0
H5-d17	HAMBI-2164	Cupriavidus	necator	0	0
H5-d17	HAMBI-2443	Paracoccus	denitrificans	0	0
H5-d17	HAMBI-2494	Paraburkholderia	kururiensis	0	0
H5-d17	HAMBI-2659	Stenotrophomonas	maltophilia	826	1094
H5-d17	HAMBI-2792	Moraxella	canis	0	0
H5-d17	HAMBI-3031	Niabella	yanshanensis	0	0
H5-d17	HAMBI-3237	Microvirga	lotononidis	0	0
H5-d21	HAMBI-0006	Pseudomonas	putida	0	0
H5-d21	HAMBI-0097	Acinetobacter	lwoffii	0	0
H5-d21	HAMBI-0105	Agrobacterium	tumefaciens	0	0
H5-d21	HAMBI-0262	Brevundimonas	bullata	0	0
H5-d21	HAMBI-0403	Comamonas	testosteroni	381	2868
H5-d21	HAMBI-1279	Hafnia	alvei	4	3
H5-d21	HAMBI-1287	Citrobacter	koseri	451	227
H5-d21	HAMBI-1292	Morganella	morganii	14299	7905
H5-d21	HAMBI-1299	Kluyvera	intermedia	0	0
H5-d21	HAMBI-1842	Sphingobium	yanoikuyae	0	0
H5-d21	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
H5-d21	HAMBI-1923	Myroides	odoratus	2411	2519
H5-d21	HAMBI-1972	Aeromonas	caviae	117	85
H5-d21	HAMBI-1977	Pseudomonas	chlororaphis	4804	6255
H5-d21	HAMBI-1988	Chitinophaga	sancti	0	0
H5-d21	HAMBI-2159	Paraburkholderia	caryophylli	0	0
H5-d21	HAMBI-2160	Bordetella	avium	0	0
H5-d21	HAMBI-2164	Cupriavidus	necator	0	0
H5-d21	HAMBI-2443	Paracoccus	denitrificans	0	0
H5-d21	HAMBI-2494	Paraburkholderia	kururiensis	0	0
H5-d21	HAMBI-2659	Stenotrophomonas	maltophilia	8308	10913
H5-d21	HAMBI-2792	Moraxella	canis	0	0
H5-d21	HAMBI-3031	Niabella	yanshanensis	0	0
H5-d21	HAMBI-3237	Microvirga	lotononidis	0	0
H5-d29	HAMBI-0006	Pseudomonas	putida	0	0
H5-d29	HAMBI-0097	Acinetobacter	lwoffii	0	0
H5-d29	HAMBI-0105	Agrobacterium	tumefaciens	0	0
H5-d29	HAMBI-0262	Brevundimonas	bullata	0	0
H5-d29	HAMBI-0403	Comamonas	testosteroni	831	6552
H5-d29	HAMBI-1279	Hafnia	alvei	131	98
H5-d29	HAMBI-1287	Citrobacter	koseri	1321	695
H5-d29	HAMBI-1292	Morganella	morganii	44163	25568
H5-d29	HAMBI-1299	Kluyvera	intermedia	0	0
H5-d29	HAMBI-1842	Sphingobium	yanoikuyae	0	0
H5-d29	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
H5-d29	HAMBI-1923	Myroides	odoratus	4923	5388
H5-d29	HAMBI-1972	Aeromonas	caviae	62	47
H5-d29	HAMBI-1977	Pseudomonas	chlororaphis	16226	22127
H5-d29	HAMBI-1988	Chitinophaga	sancti	0	0
H5-d29	HAMBI-2159	Paraburkholderia	caryophylli	0	0
H5-d29	HAMBI-2160	Bordetella	avium	0	0
H5-d29	HAMBI-2164	Cupriavidus	necator	0	0
H5-d29	HAMBI-2443	Paracoccus	denitrificans	0	0
H5-d29	HAMBI-2494	Paraburkholderia	kururiensis	0	0
H5-d29	HAMBI-2659	Stenotrophomonas	maltophilia	19118	26300
H5-d29	HAMBI-2792	Moraxella	canis	0	0
H5-d29	HAMBI-3031	Niabella	yanshanensis	0	0
H5-d29	HAMBI-3237	Microvirga	lotononidis	0	0
H5-d45	HAMBI-0006	Pseudomonas	putida	5	2
H5-d45	HAMBI-0097	Acinetobacter	lwoffii	0	0
H5-d45	HAMBI-0105	Agrobacterium	tumefaciens	9	31
H5-d45	HAMBI-0262	Brevundimonas	bullata	0	0
H5-d45	HAMBI-0403	Comamonas	testosteroni	189	1448
H5-d45	HAMBI-1279	Hafnia	alvei	88	64
H5-d45	HAMBI-1287	Citrobacter	koseri	467	239
H5-d45	HAMBI-1292	Morganella	morganii	10568	5946
H5-d45	HAMBI-1299	Kluyvera	intermedia	0	0
H5-d45	HAMBI-1842	Sphingobium	yanoikuyae	0	0
H5-d45	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
H5-d45	HAMBI-1923	Myroides	odoratus	1911	2032
H5-d45	HAMBI-1972	Aeromonas	caviae	6	4
H5-d45	HAMBI-1977	Pseudomonas	chlororaphis	4408	5842
H5-d45	HAMBI-1988	Chitinophaga	sancti	0	0
H5-d45	HAMBI-2159	Paraburkholderia	caryophylli	0	0
H5-d45	HAMBI-2160	Bordetella	avium	0	0
H5-d45	HAMBI-2164	Cupriavidus	necator	0	0
H5-d45	HAMBI-2443	Paracoccus	denitrificans	0	0
H5-d45	HAMBI-2494	Paraburkholderia	kururiensis	0	0
H5-d45	HAMBI-2659	Stenotrophomonas	maltophilia	6061	8103
H5-d45	HAMBI-2792	Moraxella	canis	0	0
H5-d45	HAMBI-3031	Niabella	yanshanensis	0	0
H5-d45	HAMBI-3237	Microvirga	lotononidis	0	0
H5-d5	HAMBI-0006	Pseudomonas	putida	5038	2825
H5-d5	HAMBI-0097	Acinetobacter	lwoffii	1416	372
H5-d5	HAMBI-0105	Agrobacterium	tumefaciens	3	12
H5-d5	HAMBI-0262	Brevundimonas	bullata	0	0
H5-d5	HAMBI-0403	Comamonas	testosteroni	1325	11791
H5-d5	HAMBI-1279	Hafnia	alvei	1393	1178
H5-d5	HAMBI-1287	Citrobacter	koseri	6011	3571
H5-d5	HAMBI-1292	Morganella	morganii	6023	3936
H5-d5	HAMBI-1299	Kluyvera	intermedia	2596	1172
H5-d5	HAMBI-1842	Sphingobium	yanoikuyae	20	1
H5-d5	HAMBI-1896	Sphingobacterium	spiritivorum	3	4
H5-d5	HAMBI-1923	Myroides	odoratus	180	222
H5-d5	HAMBI-1972	Aeromonas	caviae	20979	17911
H5-d5	HAMBI-1977	Pseudomonas	chlororaphis	2673	4114
H5-d5	HAMBI-1988	Chitinophaga	sancti	0	0
H5-d5	HAMBI-2159	Paraburkholderia	caryophylli	24	25
H5-d5	HAMBI-2160	Bordetella	avium	5	48
H5-d5	HAMBI-2164	Cupriavidus	necator	0	0
H5-d5	HAMBI-2443	Paracoccus	denitrificans	1	6
H5-d5	HAMBI-2494	Paraburkholderia	kururiensis	10	81
H5-d5	HAMBI-2659	Stenotrophomonas	maltophilia	788	1224
H5-d5	HAMBI-2792	Moraxella	canis	15	9
H5-d5	HAMBI-3031	Niabella	yanshanensis	0	0
H5-d5	HAMBI-3237	Microvirga	lotononidis	6	6
H5-d61	HAMBI-0006	Pseudomonas	putida	0	0
H5-d61	HAMBI-0097	Acinetobacter	lwoffii	0	0
H5-d61	HAMBI-0105	Agrobacterium	tumefaciens	0	0
H5-d61	HAMBI-0262	Brevundimonas	bullata	0	0
H5-d61	HAMBI-0403	Comamonas	testosteroni	40	255
H5-d61	HAMBI-1279	Hafnia	alvei	0	0
H5-d61	HAMBI-1287	Citrobacter	koseri	7	3
H5-d61	HAMBI-1292	Morganella	morganii	26475	12407
H5-d61	HAMBI-1299	Kluyvera	intermedia	0	0
H5-d61	HAMBI-1842	Sphingobium	yanoikuyae	0	0
H5-d61	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
H5-d61	HAMBI-1923	Myroides	odoratus	28	25
H5-d61	HAMBI-1972	Aeromonas	caviae	121	74
H5-d61	HAMBI-1977	Pseudomonas	chlororaphis	133786	147682
H5-d61	HAMBI-1988	Chitinophaga	sancti	0	0
H5-d61	HAMBI-2159	Paraburkholderia	caryophylli	0	0
H5-d61	HAMBI-2160	Bordetella	avium	0	0
H5-d61	HAMBI-2164	Cupriavidus	necator	0	0
H5-d61	HAMBI-2443	Paracoccus	denitrificans	0	0
H5-d61	HAMBI-2494	Paraburkholderia	kururiensis	0	0
H5-d61	HAMBI-2659	Stenotrophomonas	maltophilia	90	100
H5-d61	HAMBI-2792	Moraxella	canis	0	0
H5-d61	HAMBI-3031	Niabella	yanshanensis	0	0
H5-d61	HAMBI-3237	Microvirga	lotononidis	0	0
H5-d9	HAMBI-0006	Pseudomonas	putida	12	7
H5-d9	HAMBI-0097	Acinetobacter	lwoffii	101	26
H5-d9	HAMBI-0105	Agrobacterium	tumefaciens	2	8
H5-d9	HAMBI-0262	Brevundimonas	bullata	0	0
H5-d9	HAMBI-0403	Comamonas	testosteroni	694	5977
H5-d9	HAMBI-1279	Hafnia	alvei	381	312
H5-d9	HAMBI-1287	Citrobacter	koseri	8268	4754
H5-d9	HAMBI-1292	Morganella	morganii	32852	20777
H5-d9	HAMBI-1299	Kluyvera	intermedia	628	274
H5-d9	HAMBI-1842	Sphingobium	yanoikuyae	0	0
H5-d9	HAMBI-1896	Sphingobacterium	spiritivorum	1	1
H5-d9	HAMBI-1923	Myroides	odoratus	117	140
H5-d9	HAMBI-1972	Aeromonas	caviae	79823	65958
H5-d9	HAMBI-1977	Pseudomonas	chlororaphis	48559	72338
H5-d9	HAMBI-1988	Chitinophaga	sancti	0	0
H5-d9	HAMBI-2159	Paraburkholderia	caryophylli	4	4
H5-d9	HAMBI-2160	Bordetella	avium	0	0
H5-d9	HAMBI-2164	Cupriavidus	necator	0	0
H5-d9	HAMBI-2443	Paracoccus	denitrificans	0	0
H5-d9	HAMBI-2494	Paraburkholderia	kururiensis	1	8
H5-d9	HAMBI-2659	Stenotrophomonas	maltophilia	1711	2571
H5-d9	HAMBI-2792	Moraxella	canis	0	0
H5-d9	HAMBI-3031	Niabella	yanshanensis	0	0
H5-d9	HAMBI-3237	Microvirga	lotononidis	2	2
HAMBI1	HAMBI-0006	Pseudomonas	putida	4891	4316
HAMBI1	HAMBI-0097	Acinetobacter	lwoffii	10455	4324
HAMBI1	HAMBI-0105	Agrobacterium	tumefaciens	717	4473
HAMBI1	HAMBI-0262	Brevundimonas	bullata	44	4930
HAMBI1	HAMBI-0403	Comamonas	testosteroni	342	4791
HAMBI1	HAMBI-1279	Hafnia	alvei	3255	4332
HAMBI1	HAMBI-1287	Citrobacter	koseri	4647	4345
HAMBI1	HAMBI-1292	Morganella	morganii	4368	4493
HAMBI1	HAMBI-1299	Kluyvera	intermedia	5803	4124
HAMBI1	HAMBI-1842	Sphingobium	yanoikuyae	48848	4344
HAMBI1	HAMBI-1896	Sphingobacterium	spiritivorum	2037	4550
HAMBI1	HAMBI-1923	Myroides	odoratus	2150	4180
HAMBI1	HAMBI-1972	Aeromonas	caviae	2881	3872
HAMBI1	HAMBI-1977	Pseudomonas	chlororaphis	1696	4109
HAMBI1	HAMBI-1988	Chitinophaga	sancti	825	3835
HAMBI1	HAMBI-2159	Paraburkholderia	caryophylli	2639	4405
HAMBI1	HAMBI-2160	Bordetella	avium	310	4643
HAMBI1	HAMBI-2164	Cupriavidus	necator	36	3444
HAMBI1	HAMBI-2443	Paracoccus	denitrificans	454	4632
HAMBI1	HAMBI-2494	Paraburkholderia	kururiensis	352	4484
HAMBI1	HAMBI-2659	Stenotrophomonas	maltophilia	2265	5536
HAMBI1	HAMBI-2792	Moraxella	canis	4830	4349
HAMBI1	HAMBI-3031	Niabella	yanshanensis	88	5391
HAMBI1	HAMBI-3237	Microvirga	lotononidis	3278	5311
HAMBI2	HAMBI-0006	Pseudomonas	putida	5509	4719
HAMBI2	HAMBI-0097	Acinetobacter	lwoffii	10231	4107
HAMBI2	HAMBI-0105	Agrobacterium	tumefaciens	622	3766
HAMBI2	HAMBI-0262	Brevundimonas	bullata	33	3589
HAMBI2	HAMBI-0403	Comamonas	testosteroni	302	4106
HAMBI2	HAMBI-1279	Hafnia	alvei	3429	4429
HAMBI2	HAMBI-1287	Citrobacter	koseri	4694	4261
HAMBI2	HAMBI-1292	Morganella	morganii	4156	4149
HAMBI2	HAMBI-1299	Kluyvera	intermedia	6191	4271
HAMBI2	HAMBI-1842	Sphingobium	yanoikuyae	40828	3524
HAMBI2	HAMBI-1896	Sphingobacterium	spiritivorum	2121	4599
HAMBI2	HAMBI-1923	Myroides	odoratus	2220	4190
HAMBI2	HAMBI-1972	Aeromonas	caviae	3167	4131
HAMBI2	HAMBI-1977	Pseudomonas	chlororaphis	1807	4249
HAMBI2	HAMBI-1988	Chitinophaga	sancti	928	4187
HAMBI2	HAMBI-2159	Paraburkholderia	caryophylli	2364	3830
HAMBI2	HAMBI-2160	Bordetella	avium	331	4812
HAMBI2	HAMBI-2164	Cupriavidus	necator	35	3250
HAMBI2	HAMBI-2443	Paracoccus	denitrificans	381	3773
HAMBI2	HAMBI-2494	Paraburkholderia	kururiensis	352	4352
HAMBI2	HAMBI-2659	Stenotrophomonas	maltophilia	1125	2669
HAMBI2	HAMBI-2792	Moraxella	canis	4765	4165
HAMBI2	HAMBI-3031	Niabella	yanshanensis	74	4400
HAMBI2	HAMBI-3237	Microvirga	lotononidis	3734	5872
HAMBI3	HAMBI-0006	Pseudomonas	putida	1693	1541
HAMBI3	HAMBI-0097	Acinetobacter	lwoffii	4384	1870
HAMBI3	HAMBI-0105	Agrobacterium	tumefaciens	331	2130
HAMBI3	HAMBI-0262	Brevundimonas	bullata	18	2081
HAMBI3	HAMBI-0403	Comamonas	testosteroni	97	1402
HAMBI3	HAMBI-1279	Hafnia	alvei	1367	1877
HAMBI3	HAMBI-1287	Citrobacter	koseri	1970	1901
HAMBI3	HAMBI-1292	Morganella	morganii	1749	1856
HAMBI3	HAMBI-1299	Kluyvera	intermedia	2726	1999
HAMBI3	HAMBI-1842	Sphingobium	yanoikuyae	19104	1753
HAMBI3	HAMBI-1896	Sphingobacterium	spiritivorum	828	1908
HAMBI3	HAMBI-1923	Myroides	odoratus	951	1908
HAMBI3	HAMBI-1972	Aeromonas	caviae	1437	1992
HAMBI3	HAMBI-1977	Pseudomonas	chlororaphis	749	1872
HAMBI3	HAMBI-1988	Chitinophaga	sancti	405	1942
HAMBI3	HAMBI-2159	Paraburkholderia	caryophylli	1133	1951
HAMBI3	HAMBI-2160	Bordetella	avium	98	1514
HAMBI3	HAMBI-2164	Cupriavidus	necator	16	1579
HAMBI3	HAMBI-2443	Paracoccus	denitrificans	126	1326
HAMBI3	HAMBI-2494	Paraburkholderia	kururiensis	137	1800
HAMBI3	HAMBI-2659	Stenotrophomonas	maltophilia	743	1873
HAMBI3	HAMBI-2792	Moraxella	canis	2104	1955
HAMBI3	HAMBI-3031	Niabella	yanshanensis	25	1580
HAMBI3	HAMBI-3237	Microvirga	lotononidis	863	1442
HAMBI4	HAMBI-0006	Pseudomonas	putida	2205	2078
HAMBI4	HAMBI-0097	Acinetobacter	lwoffii	4437	1960
HAMBI4	HAMBI-0105	Agrobacterium	tumefaciens	272	1812
HAMBI4	HAMBI-0262	Brevundimonas	bullata	21	2513
HAMBI4	HAMBI-0403	Comamonas	testosteroni	144	2154
HAMBI4	HAMBI-1279	Hafnia	alvei	1389	1974
HAMBI4	HAMBI-1287	Citrobacter	koseri	1950	1947
HAMBI4	HAMBI-1292	Morganella	morganii	1673	1838
HAMBI4	HAMBI-1299	Kluyvera	intermedia	2605	1977
HAMBI4	HAMBI-1842	Sphingobium	yanoikuyae	22919	2177
HAMBI4	HAMBI-1896	Sphingobacterium	spiritivorum	673	1605
HAMBI4	HAMBI-1923	Myroides	odoratus	936	1943
HAMBI4	HAMBI-1972	Aeromonas	caviae	1288	1848
HAMBI4	HAMBI-1977	Pseudomonas	chlororaphis	705	1824
HAMBI4	HAMBI-1988	Chitinophaga	sancti	401	1991
HAMBI4	HAMBI-2159	Paraburkholderia	caryophylli	1038	1850
HAMBI4	HAMBI-2160	Bordetella	avium	109	1744
HAMBI4	HAMBI-2164	Cupriavidus	necator	22	2247
HAMBI4	HAMBI-2443	Paracoccus	denitrificans	182	1983
HAMBI4	HAMBI-2494	Paraburkholderia	kururiensis	144	1959
HAMBI4	HAMBI-2659	Stenotrophomonas	maltophilia	908	2370
HAMBI4	HAMBI-2792	Moraxella	canis	1883	1811
HAMBI4	HAMBI-3031	Niabella	yanshanensis	23	1505
HAMBI4	HAMBI-3237	Microvirga	lotononidis	1119	1936
HAMBI5	HAMBI-0006	Pseudomonas	putida	1980	1795
HAMBI5	HAMBI-0097	Acinetobacter	lwoffii	4235	1799
HAMBI5	HAMBI-0105	Agrobacterium	tumefaciens	281	1801
HAMBI5	HAMBI-0262	Brevundimonas	bullata	11	1266
HAMBI5	HAMBI-0403	Comamonas	testosteroni	137	1972
HAMBI5	HAMBI-1279	Hafnia	alvei	1205	1647
HAMBI5	HAMBI-1287	Citrobacter	koseri	1779	1709
HAMBI5	HAMBI-1292	Morganella	morganii	1743	1842
